	target	TO_8_S8	TO_4_S4	TO_3_S3	TO_7_S7	TO_2_S2	TO_6_S6	TO_5_S5	TO_1_S1	TO_9_S9
TNNC1_+_52488012.23-P1P2|TNNC1_+_52487994.23-P1P2++TNNC1_+_52488012.23-P1P2|TNNC1_+_52487994.23-P1P2	TNNC1	1932	1930	622	2310	3032	1346	1588	904	1568
PDGFB_-_39640914.23-P1|PDGFB_+_39640907.23-P1++PDGFB_-_39640914.23-P1|PDGFB_+_39640907.23-P1	PDGFB	1304	1304	696	1712	2676	1026	1098	990	794
ZIC3_+_136648661.23-P1P2|ZIC3_+_136648665.23-P1P2++ZIC3_+_136648661.23-P1P2|ZIC3_+_136648665.23-P1P2	ZIC3	1150	916	464	1128	1848	844	886	682	832
non-targeting_02433|non-targeting_01821++non-targeting_02433|non-targeting_01821	non-targeting	524	394	294	564	942	378	408	316	372
GOLM1_+_88714403.23-P1P2|GOLM1_+_88714448.23-P1P2++GOLM1_+_88714403.23-P1P2|GOLM1_+_88714448.23-P1P2	GOLM1	6982	3928	2388	6140	10064	3548	4164	3048	3572
LNX2_+_28194681.23-P1P2|LNX2_+_28194622.23-P1P2++LNX2_+_28194681.23-P1P2|LNX2_+_28194622.23-P1P2	LNX2	100	148	418	140	2098	136	128	710	132
LPPR3_+_815774.23-P1P2|LPPR3_-_815729.23-P1P2++LPPR3_+_815774.23-P1P2|LPPR3_-_815729.23-P1P2	LPPR3	874	620	284	680	1218	514	578	410	368
OR5J2_+_55944199.23-ENST00000312298.1|OR5J2_+_55944185.23-ENST00000312298.1++OR5J2_+_55944199.23-ENST00000312298.1|OR5J2_+_55944185.23-ENST00000312298.1	OR5J2	1220	896	436	1152	1694	806	790	506	612
TWF1_-_44199727.23-P1P2|TWF1_+_44199942.23-P1P2++TWF1_-_44199727.23-P1P2|TWF1_+_44199942.23-P1P2	TWF1	1316	1238	364	900	1702	806	648	540	660
POU5F1B_+_128428174.23-P1P2|POU5F1B_-_128428164.23-P1P2++POU5F1B_+_128428174.23-P1P2|POU5F1B_-_128428164.23-P1P2	POU5F1B	1978	1656	684	1910	2882	1324	1368	900	1292
TTC31_+_74710309.23-P1P2|TTC31_-_74710387.23-P1P2++TTC31_+_74710309.23-P1P2|TTC31_-_74710387.23-P1P2	TTC31	1140	1066	406	1304	2212	752	760	602	784
GSTK1_+_142960625.23-P1P2|GSTK1_+_142960618.23-P1P2++GSTK1_+_142960625.23-P1P2|GSTK1_+_142960618.23-P1P2	GSTK1	1370	902	444	866	1910	772	874	612	596
PPM1L_-_160473396.23-P1P2|PPM1L_+_160473629.23-P1P2++PPM1L_-_160473396.23-P1P2|PPM1L_+_160473629.23-P1P2	PPM1L	1960	1624	680	2078	2622	1474	1322	944	1276
LGI1_+_95517713.23-P1P2|LGI1_+_95517698.23-P1P2++LGI1_+_95517713.23-P1P2|LGI1_+_95517698.23-P1P2	LGI1	1208	820	358	914	1366	782	778	492	536
ANGPT1_+_108510112.23-P1P2|ANGPT1_+_108510118.23-P1P2++ANGPT1_+_108510112.23-P1P2|ANGPT1_+_108510118.23-P1P2	ANGPT1	1660	1054	652	1520	2362	986	1212	716	988
UBE2G2_+_46221681.23-P1P2|UBE2G2_+_46221718.23-P1P2++UBE2G2_+_46221681.23-P1P2|UBE2G2_+_46221718.23-P1P2	UBE2G2	1870	1442	580	1752	2882	1122	1390	860	1018
GPRC5C_-_72428290.23-P1P2|GPRC5C_-_72428267.23-P1P2++GPRC5C_-_72428290.23-P1P2|GPRC5C_-_72428267.23-P1P2	GPRC5C	1478	1158	504	1218	2208	776	1234	764	766
GKN1_+_69201780.23-P1P2|GKN1_+_69201787.23-P1P2++GKN1_+_69201780.23-P1P2|GKN1_+_69201787.23-P1P2	GKN1	1134	922	488	1382	1918	738	936	534	748
non-targeting_02293|non-targeting_03178++non-targeting_02293|non-targeting_03178	non-targeting	1364	1238	578	1370	2150	976	1020	698	866
TGM7_+_43585753.23-P1|TGM7_+_43585743.23-P1++TGM7_+_43585753.23-P1|TGM7_+_43585743.23-P1	TGM7	1684	1322	518	1328	2122	1022	1166	932	1072
MUC19_+_40787188.23-P1P2|MUC19_+_40787220.23-P1P2++MUC19_+_40787188.23-P1P2|MUC19_+_40787220.23-P1P2	MUC19	2018	1470	612	1594	3050	1310	1298	932	1110
ANKRD1_+_92680828.23-P1P2|ANKRD1_+_92680850.23-P1P2++ANKRD1_+_92680828.23-P1P2|ANKRD1_+_92680850.23-P1P2	ANKRD1	354	260	140	250	574	278	374	248	198
C12orf39_-_21679274.23-P1|C12orf39_+_21679278.23-P1++C12orf39_-_21679274.23-P1|C12orf39_+_21679278.23-P1	C12orf39	1506	1162	534	1416	2068	942	896	746	890
non-targeting_03358|non-targeting_02092++non-targeting_03358|non-targeting_02092	non-targeting	3824	2462	1320	3512	5726	2482	2792	1966	1898
CERK_+_47134030.23-P1P2|CERK_-_47134133.23-P1P2++CERK_+_47134030.23-P1P2|CERK_-_47134133.23-P1P2	CERK	1938	1582	1062	1938	4626	1700	1492	1506	930
GNA12_+_2883961.23-P1P2|GNA12_+_2883944.23-P1P2++GNA12_+_2883961.23-P1P2|GNA12_+_2883944.23-P1P2	GNA12	3790	3160	1634	3358	6424	2038	2996	2134	2332
PRDM1_+_106534228.23-P1P2|PRDM1_+_106534241.23-P1P2++PRDM1_+_106534228.23-P1P2|PRDM1_+_106534241.23-P1P2	PRDM1	1728	1294	426	1456	1720	964	1072	634	862
CARS_+_3078579.23-P1P2|CARS_-_3078598.23-P1P2++CARS_+_3078579.23-P1P2|CARS_-_3078598.23-P1P2	CARS	204	236	108	314	422	220	168	176	180
TC2N_-_92302723.23-P2|TC2N_-_92302729.23-P2++TC2N_-_92302723.23-P2|TC2N_-_92302729.23-P2	TC2N	1046	910	502	976	1936	564	624	506	708
IL1RAP_+_190231914.23-P1P2|IL1RAP_+_190232294.23-P1P2++IL1RAP_+_190231914.23-P1P2|IL1RAP_+_190232294.23-P1P2	IL1RAP	1382	992	522	1190	2184	788	994	624	764
C20orf26_+_20033245.23-P1P2|C20orf26_-_20033213.23-P1P2++C20orf26_+_20033245.23-P1P2|C20orf26_-_20033213.23-P1P2	C20orf26	470	500	376	540	1466	364	592	684	302
CBX1_+_46178553.23-P1P2|CBX1_-_46178513.23-P1P2++CBX1_+_46178553.23-P1P2|CBX1_-_46178513.23-P1P2	CBX1	952	712	454	920	2288	626	868	658	484
DNAJC5G_+_27498301.23-P1P2|DNAJC5G_-_27498354.23-P1P2++DNAJC5G_+_27498301.23-P1P2|DNAJC5G_-_27498354.23-P1P2	DNAJC5G	1750	1464	646	1394	2842	1380	1296	834	1188
THOP1_-_2785924.23-P1P2|THOP1_+_2785528.23-P1P2++THOP1_-_2785924.23-P1P2|THOP1_+_2785528.23-P1P2	THOP1	874	1000	596	874	2262	790	666	896	560
F2_+_46740834.23-P1P2|F2_-_46740801.23-P1P2++F2_+_46740834.23-P1P2|F2_-_46740801.23-P1P2	F2	1168	998	510	1358	2392	982	1050	696	786
SNX12_-_70288013.23-P1P2|SNX12_-_70288183.23-P1P2++SNX12_-_70288013.23-P1P2|SNX12_-_70288183.23-P1P2	SNX12	1856	1502	712	1700	2712	1184	1456	898	1142
IER3IP1_+_44702468.23-P1P2|IER3IP1_+_44702730.23-P1P2++IER3IP1_+_44702468.23-P1P2|IER3IP1_+_44702730.23-P1P2	IER3IP1	376	244	680	284	2888	220	294	798	200
PET112_+_152682088.23-P1P2|PET112_-_152682081.23-P1P2++PET112_+_152682088.23-P1P2|PET112_-_152682081.23-P1P2	PET112	492	486	586	580	2238	458	336	688	318
non-targeting_02836|non-targeting_03210++non-targeting_02836|non-targeting_03210	non-targeting	656	576	218	548	744	456	484	296	478
CSRNP3_+_166428847.23-P2|CSRNP3_-_166428882.23-P2++CSRNP3_+_166428847.23-P2|CSRNP3_-_166428882.23-P2	CSRNP3	1096	878	434	978	1126	628	1038	440	620
RAD51_+_40987418.23-P1P2|RAD51_+_40987382.23-P1P2++RAD51_+_40987418.23-P1P2|RAD51_+_40987382.23-P1P2	RAD51	76	38	116	6	470	18	10	232	8
TMEM196_+_19813200.23-P1P2|TMEM196_-_19813242.23-P1P2++TMEM196_+_19813200.23-P1P2|TMEM196_-_19813242.23-P1P2	TMEM196	240	152	472	136	2070	140	88	654	92
OR9G4_+_56511231.23-ENST00000302957.3|OR9G4_+_56511173.23-ENST00000302957.3++OR9G4_+_56511231.23-ENST00000302957.3|OR9G4_+_56511173.23-ENST00000302957.3	OR9G4	1096	1162	408	938	2164	784	910	534	702
TUBB3_+_89989787.23-P1|TUBB3_+_89990057.23-P1++TUBB3_+_89989787.23-P1|TUBB3_+_89990057.23-P1	TUBB3	1284	938	396	1102	1856	626	922	482	734
PPP2R5B_-_64685063.23-P2|PPP2R5B_+_64685051.23-P2++PPP2R5B_-_64685063.23-P2|PPP2R5B_+_64685051.23-P2	PPP2R5B	754	554	280	492	882	362	446	372	376
MAP3K7CL_-_30503017.23-P2|MAP3K7CL_-_30503050.23-P2++MAP3K7CL_-_30503017.23-P2|MAP3K7CL_-_30503050.23-P2	MAP3K7CL	2146	1666	832	2260	3772	1730	1598	1050	1458
COG7_-_23464316.23-P1P2|COG7_+_23464267.23-P1P2++COG7_-_23464316.23-P1P2|COG7_+_23464267.23-P1P2	COG7	622	372	406	354	1594	218	336	550	272
VPS37D_-_73082272.23-P1P2|VPS37D_-_73082306.23-P1P2++VPS37D_-_73082272.23-P1P2|VPS37D_-_73082306.23-P1P2	VPS37D	1662	1332	650	1986	2516	1204	1038	768	1152
RRM2_+_10262870.23-P1P2|RRM2_+_10262952.23-P1P2++RRM2_+_10262870.23-P1P2|RRM2_+_10262952.23-P1P2	RRM2	8	50	34	18	266	16	8	112	16
LPPR1_+_103791061.23-P1P2|LPPR1_+_103791239.23-P1P2++LPPR1_+_103791061.23-P1P2|LPPR1_+_103791239.23-P1P2	LPPR1	1372	904	346	1106	1764	746	618	532	704
SLC10A2_+_103718945.23-P1P2|SLC10A2_-_103718650.23-P1P2++SLC10A2_+_103718945.23-P1P2|SLC10A2_-_103718650.23-P1P2	SLC10A2	562	478	252	464	1020	484	414	342	370
SPECC1_+_19990397.23-ENST00000261503.5|SPECC1_-_19990364.23-ENST00000261503.5++SPECC1_+_19990397.23-ENST00000261503.5|SPECC1_-_19990364.23-ENST00000261503.5	SPECC1	486	504	244	346	1068	344	494	296	340
GRB14_-_165477748.23-P1P2|GRB14_-_165477998.23-P1P2++GRB14_-_165477748.23-P1P2|GRB14_-_165477998.23-P1P2	GRB14	1468	878	440	1168	2228	670	784	604	838
TAGLN_+_117070133.23-P1|TAGLN_-_117070140.23-P1++TAGLN_+_117070133.23-P1|TAGLN_-_117070140.23-P1	TAGLN	1738	1136	430	1186	2372	870	1112	758	932
SLC41A1_+_205782095.23-P1P2|SLC41A1_-_205781928.23-P1P2++SLC41A1_+_205782095.23-P1P2|SLC41A1_-_205781928.23-P1P2	SLC41A1	2216	1794	884	2092	3406	1544	1544	1188	1438
PNRC2_+_24286304.23-P1P2|PNRC2_-_24286498.23-P1P2++PNRC2_+_24286304.23-P1P2|PNRC2_-_24286498.23-P1P2	PNRC2	1280	870	286	832	1108	548	588	348	588
ANKRD13D_+_67056813.23-P1P2|ANKRD13D_-_67056373.23-P1P2++ANKRD13D_+_67056813.23-P1P2|ANKRD13D_-_67056373.23-P1P2	ANKRD13D	260	420	1072	378	3894	214	278	1280	340
C15orf52_-_40633074.23-P1|C15orf52_-_40633111.23-P1++C15orf52_-_40633074.23-P1|C15orf52_-_40633111.23-P1	C15orf52	366	452	512	212	2040	294	316	754	218
MAP3K14_+_43394373.23-P1P2|MAP3K14_+_43394273.23-P1P2++MAP3K14_+_43394373.23-P1P2|MAP3K14_+_43394273.23-P1P2	MAP3K14	1346	1236	900	1576	3764	1022	1082	1316	736
EFCAB9_+_171621334.23-P1P2|EFCAB9_-_171621205.23-P1P2++EFCAB9_+_171621334.23-P1P2|EFCAB9_-_171621205.23-P1P2	EFCAB9	1572	1302	742	1228	2378	1002	1154	784	956
ZBED4_+_50247558.23-P1P2|ZBED4_-_50247504.23-P1P2++ZBED4_+_50247558.23-P1P2|ZBED4_-_50247504.23-P1P2	ZBED4	1514	1156	538	1130	2114	846	1020	668	848
STAM2_+_153032246.23-P1P2|STAM2_+_153032213.23-P1P2++STAM2_+_153032246.23-P1P2|STAM2_+_153032213.23-P1P2	STAM2	6476	4756	1858	6002	8182	3568	4644	2838	3450
ELFN2_+_37823454.23-P1P2|ELFN2_-_37823461.23-P1P2++ELFN2_+_37823454.23-P1P2|ELFN2_-_37823461.23-P1P2	ELFN2	2924	2288	1296	2830	5838	1790	2370	1644	1532
SPRR2D_-_153013531.23-P1P2|SPRR2D_-_153013556.23-P1P2++SPRR2D_-_153013531.23-P1P2|SPRR2D_-_153013556.23-P1P2	SPRR2D	1834	1448	598	1396	2390	1062	1244	918	916
SLIT3_-_168728160.23-P1P2|SLIT3_+_168728118.23-P1P2++SLIT3_-_168728160.23-P1P2|SLIT3_+_168728118.23-P1P2	SLIT3	1596	1228	432	1536	2056	908	1116	770	804
GNPTG_-_1402137.23-P1P2|GNPTG_+_1401989.23-P1P2++GNPTG_-_1402137.23-P1P2|GNPTG_+_1401989.23-P1P2	GNPTG	2508	1810	736	2188	3340	1394	2160	1132	1306
C5orf17_-_23951534.23-P1P2|C5orf17_-_23951548.23-P1P2++C5orf17_-_23951534.23-P1P2|C5orf17_-_23951548.23-P1P2	C5orf17	1458	1234	520	1504	2174	1086	1220	820	1130
RPS8_+_45241261.23-P1P2|RPS8_-_45241305.23-P1P2++RPS8_+_45241261.23-P1P2|RPS8_-_45241305.23-P1P2	RPS8	16	44	46	10	182	18	4	84	18
TOX3_+_52581015.23-P1P2|TOX3_+_52581018.23-P1P2++TOX3_+_52581015.23-P1P2|TOX3_+_52581018.23-P1P2	TOX3	594	384	250	468	800	362	398	278	312
PCCB_-_135974715.23-P2|PCCB_-_135974799.23-P2++PCCB_-_135974715.23-P2|PCCB_-_135974799.23-P2	PCCB	962	868	454	1042	1956	722	874	602	820
ZNF667_-_56988666.23-P1P2|ZNF667_-_56988669.23-P1P2++ZNF667_-_56988666.23-P1P2|ZNF667_-_56988669.23-P1P2	ZNF667	574	408	166	362	652	248	504	228	330
CLDN25_+_113650566.23-ENST00000453129.2|CLDN25_-_113650520.23-ENST00000453129.2++CLDN25_+_113650566.23-ENST00000453129.2|CLDN25_-_113650520.23-ENST00000453129.2	CLDN25	1948	1644	848	2446	3202	1350	1716	938	1434
CEP250_-_34043022.23-P1P2|CEP250_+_34043032.23-P1P2++CEP250_-_34043022.23-P1P2|CEP250_+_34043032.23-P1P2	CEP250	1376	1270	578	1174	2112	1072	1008	756	708
EPM2A_-_146056625.23-P1P2|EPM2A_+_146056336.23-P1P2++EPM2A_-_146056625.23-P1P2|EPM2A_+_146056336.23-P1P2	EPM2A	452	462	150	572	706	238	408	230	222
PSMD7_-_74330744.23-P1P2|PSMD7_-_74330738.23-P1P2++PSMD7_-_74330744.23-P1P2|PSMD7_-_74330738.23-P1P2	PSMD7	20	12	94	24	484	12	20	188	22
MAML2_-_96076341.23-P1P2|MAML2_-_96076404.23-P1P2++MAML2_-_96076341.23-P1P2|MAML2_-_96076404.23-P1P2	MAML2	192	190	196	156	1506	206	168	416	124
PCDHGA8_+_140772258.23-P1P2|PCDHGA8_+_140772254.23-P1P2++PCDHGA8_+_140772258.23-P1P2|PCDHGA8_+_140772254.23-P1P2	PCDHGA8	476	418	160	576	768	228	268	348	264
C17orf62_+_80408570.23-P1P2|C17orf62_-_80408542.23-P1P2++C17orf62_+_80408570.23-P1P2|C17orf62_-_80408542.23-P1P2	C17orf62	3434	2420	1146	3104	5028	2208	2364	1952	1988
HAAO_+_43019672.23-P1P2|HAAO_+_43019690.23-P1P2++HAAO_+_43019672.23-P1P2|HAAO_+_43019690.23-P1P2	HAAO	2090	1810	724	2408	3116	1502	1614	1286	1420
SRCAP_-_30710672.23-P1P2|SRCAP_-_30710513.23-P1P2++SRCAP_-_30710672.23-P1P2|SRCAP_-_30710513.23-P1P2	SRCAP	1560	1264	620	1634	2718	1146	1222	974	1098
ITGA10_+_145525073.23-P1P2|ITGA10_-_145525063.23-P1P2++ITGA10_+_145525073.23-P1P2|ITGA10_-_145525063.23-P1P2	ITGA10	1200	1008	356	1086	1886	730	918	622	798
TMCO3_+_114145392.23-P1P2|TMCO3_+_114145420.23-P1P2++TMCO3_+_114145392.23-P1P2|TMCO3_+_114145420.23-P1P2	TMCO3	2090	1764	886	2316	3634	1380	1716	1128	1262
SLC2A7_+_9086439.23-P1P2|SLC2A7_-_9086426.23-P1P2++SLC2A7_+_9086439.23-P1P2|SLC2A7_-_9086426.23-P1P2	SLC2A7	1298	1152	642	1174	2236	942	1042	848	760
PSMC2_-_102988137.23-P1P2|PSMC2_-_102988132.23-P1P2++PSMC2_-_102988137.23-P1P2|PSMC2_-_102988132.23-P1P2	PSMC2	12	2	18	6	198	20	0	54	6
CD109_+_74405966.23-P1P2|CD109_+_74405973.23-P1P2++CD109_+_74405966.23-P1P2|CD109_+_74405973.23-P1P2	CD109	1108	776	372	766	1412	568	854	530	512
ZCCHC12_+_117957807.23-P1P2|ZCCHC12_-_117957787.23-P1P2++ZCCHC12_+_117957807.23-P1P2|ZCCHC12_-_117957787.23-P1P2	ZCCHC12	786	800	416	1026	1596	730	918	556	512
PVALB_-_37212882.23-P1P2|PVALB_+_37213006.23-P1P2++PVALB_-_37212882.23-P1P2|PVALB_+_37213006.23-P1P2	PVALB	1170	1206	500	1324	1854	922	966	766	730
DEFB126_+_123276.23-P1P2|DEFB126_+_123265.23-P1P2++DEFB126_+_123276.23-P1P2|DEFB126_+_123265.23-P1P2	DEFB126	1276	1352	586	1302	2218	1032	1200	754	856
REXO4_-_136283104.23-P1P2|REXO4_+_136283069.23-P1P2++REXO4_-_136283104.23-P1P2|REXO4_+_136283069.23-P1P2	REXO4	836	768	364	984	1446	656	692	512	606
TMEM9B_+_8986495.23-P1P2|TMEM9B_+_8986442.23-P1P2++TMEM9B_+_8986495.23-P1P2|TMEM9B_+_8986442.23-P1P2	TMEM9B	1058	1022	408	1216	1636	788	726	570	750
RAC3_+_79989590.23-P1P2|RAC3_+_79989567.23-P1P2++RAC3_+_79989590.23-P1P2|RAC3_+_79989567.23-P1P2	RAC3	164	122	1342	144	5446	140	190	1810	98
TSPAN32_-_2323403.23-P1P2|TSPAN32_+_2323374.23-P1P2++TSPAN32_-_2323403.23-P1P2|TSPAN32_+_2323374.23-P1P2	TSPAN32	738	600	280	598	1046	446	488	278	514
OVGP1_-_111965659.23-P1|OVGP1_-_111965680.23-P1++OVGP1_-_111965659.23-P1|OVGP1_-_111965680.23-P1	OVGP1	1308	942	476	1288	2190	956	1004	622	860
TRAPPC5_+_7745760.23-P1P2|TRAPPC5_-_7745764.23-P1P2++TRAPPC5_+_7745760.23-P1P2|TRAPPC5_-_7745764.23-P1P2	TRAPPC5	370	400	606	504	2346	332	220	906	156
GADD45B_+_2476165.23-P1P2|GADD45B_+_2476146.23-P1P2++GADD45B_+_2476165.23-P1P2|GADD45B_+_2476146.23-P1P2	GADD45B	508	398	166	586	906	454	554	264	322
HIST1H2AL_+_27833109.23-ENST00000357320.2|HIST1H2AL_-_27833096.23-ENST00000357320.2++HIST1H2AL_+_27833109.23-ENST00000357320.2|HIST1H2AL_-_27833096.23-ENST00000357320.2	HIST1H2AL	788	402	182	460	960	424	384	326	352
IMPAD1_+_57906401.23-P1P2|IMPAD1_+_57906394.23-P1P2++IMPAD1_+_57906401.23-P1P2|IMPAD1_+_57906394.23-P1P2	IMPAD1	1396	822	490	1282	1638	764	1170	504	854
PHF15_+_133860023.23-P2|PHF15_-_133860014.23-P2++PHF15_+_133860023.23-P2|PHF15_-_133860014.23-P2	PHF15	1528	1178	426	1468	1952	1142	916	586	840
SPTBN4_-_40972178.23-ENST00000352632.3|SPTBN4_+_40972211.23-ENST00000352632.3++SPTBN4_-_40972178.23-ENST00000352632.3|SPTBN4_+_40972211.23-ENST00000352632.3	SPTBN4	1040	976	440	972	1630	628	724	552	686
SATB1_-_18466835.23-P1|SATB1_+_18466798.23-P1++SATB1_-_18466835.23-P1|SATB1_+_18466798.23-P1	SATB1	1350	1242	574	1270	2290	820	1034	826	792
ZNF141_+_331627.23-P1P2|ZNF141_+_331673.23-P1P2++ZNF141_+_331627.23-P1P2|ZNF141_+_331673.23-P1P2	ZNF141	1170	878	504	922	1704	740	812	748	798
ACTN3_-_66314441.23-P1P2|ACTN3_+_66313715.23-P1P2++ACTN3_-_66314441.23-P1P2|ACTN3_+_66313715.23-P1P2	ACTN3	1864	1452	546	1808	2914	1098	1376	882	1172
TM9SF2_-_100153960.23-P1P2|TM9SF2_+_100153760.23-P1P2++TM9SF2_-_100153960.23-P1P2|TM9SF2_+_100153760.23-P1P2	TM9SF2	1962	1414	778	1424	2972	1092	1422	1004	1146
KCNB1_-_48100782.23-P1P2|KCNB1_+_48100818.23-P1P2++KCNB1_-_48100782.23-P1P2|KCNB1_+_48100818.23-P1P2	KCNB1	810	678	258	764	924	652	374	392	510
PKDREJ_-_46659198.23-P1P2|PKDREJ_-_46659206.23-P1P2++PKDREJ_-_46659198.23-P1P2|PKDREJ_-_46659206.23-P1P2	PKDREJ	1136	792	360	1114	1564	614	938	548	618
SLC4A7_+_27525847.23-P1P2|SLC4A7_+_27525631.23-P1P2++SLC4A7_+_27525847.23-P1P2|SLC4A7_+_27525631.23-P1P2	SLC4A7	1246	736	404	986	1386	706	640	474	562
OR5M3_+_56237861.23-ENST00000312240.2|OR5M3_+_56237840.23-ENST00000312240.2++OR5M3_+_56237861.23-ENST00000312240.2|OR5M3_+_56237840.23-ENST00000312240.2	OR5M3	1478	1102	486	1160	1992	866	1066	696	760
MGAT4A_+_99347510.23-P1P2|MGAT4A_+_99347542.23-P1P2++MGAT4A_+_99347510.23-P1P2|MGAT4A_+_99347542.23-P1P2	MGAT4A	3236	2866	1636	3116	6608	2160	2488	2248	1700
ITPK1_-_93582180.23-P1P2|ITPK1_-_93581609.23-P1P2++ITPK1_-_93582180.23-P1P2|ITPK1_-_93581609.23-P1P2	ITPK1	52	20	284	28	976	10	22	286	34
KRTAP6-3_-_31964816.23-ENST00000391624.1|KRTAP6-3_+_31965026.23-ENST00000391624.1++KRTAP6-3_-_31964816.23-ENST00000391624.1|KRTAP6-3_+_31965026.23-ENST00000391624.1	KRTAP6-3	1272	1038	430	1198	2100	730	954	692	640
CCDC28B_-_32666255.23-P1|CCDC28B_-_32666328.23-P1++CCDC28B_-_32666255.23-P1|CCDC28B_-_32666328.23-P1	CCDC28B	532	698	432	564	1714	522	496	668	380
SLC35E2B_+_1623968.23-P1P2|SLC35E2B_+_1624221.23-P1P2++SLC35E2B_+_1623968.23-P1P2|SLC35E2B_+_1624221.23-P1P2	SLC35E2B	866	722	372	1102	1564	622	852	510	546
ABCD1_-_152990338.23-P1P2|ABCD1_-_152990342.23-P1P2++ABCD1_-_152990338.23-P1P2|ABCD1_-_152990342.23-P1P2	ABCD1	896	772	306	930	1716	568	660	402	556
ETNPPL_+_109684153.23-P1P2|ETNPPL_+_109684018.23-P1P2++ETNPPL_+_109684153.23-P1P2|ETNPPL_+_109684018.23-P1P2	ETNPPL	852	760	298	852	1596	686	778	520	488
DBNDD2_+_44035256.23-P2|DBNDD2_+_44035247.23-P2++DBNDD2_+_44035256.23-P2|DBNDD2_+_44035247.23-P2	DBNDD2	230	158	712	236	2806	186	128	936	136
CPOX_-_98312447.23-P1P2|CPOX_+_98312416.23-P1P2++CPOX_-_98312447.23-P1P2|CPOX_+_98312416.23-P1P2	CPOX	496	690	390	580	1674	388	578	496	240
TXNDC15_+_134210094.23-P1P2|TXNDC15_+_134210130.23-P1P2++TXNDC15_+_134210094.23-P1P2|TXNDC15_+_134210130.23-P1P2	TXNDC15	1672	1232	688	1322	3194	1228	1272	916	1128
TGM5_-_43545707.23-P1|TGM5_-_43545736.23-P1++TGM5_-_43545707.23-P1|TGM5_-_43545736.23-P1	TGM5	1224	930	540	1236	2026	762	902	624	862
FBXO10_+_37576295.23-P1P2|FBXO10_-_37576302.23-P1P2++FBXO10_+_37576295.23-P1P2|FBXO10_-_37576302.23-P1P2	FBXO10	2064	1596	722	2256	3536	1714	1630	1028	1606
RCC1_-_28844804.23-P2|RCC1_-_28844824.23-P2++RCC1_-_28844804.23-P2|RCC1_-_28844824.23-P2	RCC1	170	196	442	190	1920	142	192	742	100
RPS21_+_60962140.23-P1P2|RPS21_+_60962128.23-P1P2++RPS21_+_60962140.23-P1P2|RPS21_+_60962128.23-P1P2	RPS21	14	18	166	14	640	22	12	194	16
ATP8B4_-_50411385.23-P1P2|ATP8B4_+_50411389.23-P1P2++ATP8B4_-_50411385.23-P1P2|ATP8B4_+_50411389.23-P1P2	ATP8B4	1468	1342	634	1382	2164	1042	1310	774	824
GAPDH_-_6643761.23-P1|GAPDH_-_6643770.23-P1++GAPDH_-_6643761.23-P1|GAPDH_-_6643770.23-P1	GAPDH	516	480	406	788	1252	446	400	450	396
OR52J3_+_5067829.23-ENST00000380370.1|OR52J3_+_5067799.23-ENST00000380370.1++OR52J3_+_5067829.23-ENST00000380370.1|OR52J3_+_5067799.23-ENST00000380370.1	OR52J3	1714	1180	578	1530	2114	1150	1132	682	866
JMJD1C_+_65028910.23-P1P2|JMJD1C_+_65028884.23-P1P2++JMJD1C_+_65028910.23-P1P2|JMJD1C_+_65028884.23-P1P2	JMJD1C	956	600	272	792	1090	484	662	420	414
ZNF607_+_38210582.23-P1P2|ZNF607_+_38210629.23-P1P2++ZNF607_+_38210582.23-P1P2|ZNF607_+_38210629.23-P1P2	ZNF607	1400	1124	500	1374	2276	814	942	582	754
MATN3_-_20212365.23-P1P2|MATN3_-_20212406.23-P1P2++MATN3_-_20212365.23-P1P2|MATN3_-_20212406.23-P1P2	MATN3	368	242	358	370	1588	220	332	506	188
IL9R_+_155227411.23-P1P2|IL9R_-_155227448.23-P1P2++IL9R_+_155227411.23-P1P2|IL9R_-_155227448.23-P1P2	IL9R	684	678	238	754	1190	600	592	358	684
INSM2_+_36003427.23-P1P2|INSM2_+_36003421.23-P1P2++INSM2_+_36003427.23-P1P2|INSM2_+_36003421.23-P1P2	INSM2	1618	1320	524	1400	2228	932	1196	878	1038
RPGRIP1_-_21788336.23-P1|RPGRIP1_+_21788295.23-P1++RPGRIP1_-_21788336.23-P1|RPGRIP1_+_21788295.23-P1	RPGRIP1	1338	998	536	1514	1966	896	914	682	636
TECRL_-_65275087.23-P1P2|TECRL_+_65275038.23-P1P2++TECRL_-_65275087.23-P1P2|TECRL_+_65275038.23-P1P2	TECRL	1042	936	298	972	1330	488	690	456	508
PVRL1_+_119599842.23-P1P2|PVRL1_-_119599881.23-P1P2++PVRL1_+_119599842.23-P1P2|PVRL1_-_119599881.23-P1P2	PVRL1	1686	1562	564	1740	2480	1146	1310	872	950
RNF186_-_20141458.23-P1P2|RNF186_+_20141688.23-P1P2++RNF186_-_20141458.23-P1P2|RNF186_+_20141688.23-P1P2	RNF186	1542	1252	638	1344	2384	926	1092	736	804
ADPRHL1_+_114107736.23-P1|ADPRHL1_+_114107533.23-P1++ADPRHL1_+_114107736.23-P1|ADPRHL1_+_114107533.23-P1	ADPRHL1	1176	964	510	1208	1826	712	728	638	756
FANCI_+_89787453.23-P1P2|FANCI_+_89787270.23-P1P2++FANCI_+_89787453.23-P1P2|FANCI_+_89787270.23-P1P2	FANCI	26	136	360	72	1398	56	56	464	20
